,Compound Name,Physical Parameter,Dimensions,Temporal Shape,Spatial Shape,Cell Methods,Cell Measures,Dimensions (from Spatial Shape),Dimensions (from Temporal Shape),CMIP7_branded_variable_name
159,AERmon.abs550dust,abs550dust,"longitude, latitude, time, lambda550nm",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,abs550dust_ti-u-hxy-u
160,AERmon.abs550no3,abs550no3,"longitude, latitude, time, lambda550nm",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,abs550no3_ti-u-hxy-u
161,AERmon.abs550oa,abs550oa,"longitude, latitude, time, lambda550nm",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,abs550oa_ti-u-hxy-u
162,AERmon.abs550so4,abs550so4,"longitude, latitude, time, lambda550nm",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,abs550so4_ti-u-hxy-u
163,AERmon.abs550ss,abs550ss,"longitude, latitude, time, lambda550nm",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,abs550ss_ti-u-hxy-u
164,AERmon.airmass,airmass,"longitude, latitude, alevel, time",time-intv,Global field on model atmosphere levels,area: time: mean,area: areacella,"longitude,latitude,alevel",time,airmass_ti-l-hxy-u
165,AERmon.aoanh,aoanh,"longitude, latitude, alevel, time",time-intv,Global field on model atmosphere levels,area: time: mean,area: areacella,"longitude,latitude,alevel",time,aoanh_ti-l-hxy-u
166,AERmon.bldep,bldep,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,bldep_ti-u-hxy-u
167,AERmon.c2h4,c2h4,"longitude, latitude, alevel, time",time-intv,Global field on model atmosphere levels,area: time: mean,area: areacella,"longitude,latitude,alevel",time,c2h4_ti-l-hxy-u
168,AERmon.c2h5oh,c2h5oh,"longitude, latitude, alevel, time",time-intv,Global field on model atmosphere levels,area: time: mean,area: areacella,"longitude,latitude,alevel",time,c2h5oh_ti-l-hxy-u
169,AERmon.c2h6,c2h6,"longitude, latitude, alevel, time",time-intv,Global field on model atmosphere levels,area: time: mean,area: areacella,"longitude,latitude,alevel",time,c2h6_ti-l-hxy-u
170,AERmon.c3h6,c3h6,"longitude, latitude, alevel, time",time-intv,Global field on model atmosphere levels,area: time: mean,area: areacella,"longitude,latitude,alevel",time,c3h6_ti-l-hxy-u
171,AERmon.c3h8,c3h8,"longitude, latitude, alevel, time",time-intv,Global field on model atmosphere levels,area: time: mean,area: areacella,"longitude,latitude,alevel",time,c3h8_ti-l-hxy-u
172,AERmon.c4h10,c4h10,"longitude, latitude, alevel, time",time-intv,Global field on model atmosphere levels,area: time: mean,area: areacella,"longitude,latitude,alevel",time,c4h10_ti-l-hxy-u
173,AERmon.ccn,ccn,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,ccn_ti-u-hxy-u
174,AERmon.ccn1,ccn1,"longitude, latitude, alevel, time, rh101pct",time-intv,Global field on model atmosphere levels,area: time: mean,area: areacella,"longitude,latitude,alevel",time,ccn1_ti-l-hxy-u
175,AERmon.ccn02,ccn02,"longitude, latitude, alevel, time, rh100p2pct",time-intv,Global field on model atmosphere levels,area: time: mean,area: areacella,"longitude,latitude,alevel",time,ccn02_ti-l-hxy-u
176,AERmon.cdnc,cdnc,"longitude, latitude, alevel, time",time-intv,Global field on model atmosphere levels,area: time: mean,area: areacella,"longitude,latitude,alevel",time,cdnc_ti-l-hxy-u
177,AERmon.cfc114,cfc114,"longitude, latitude, alevel, time",time-intv,Global field on model atmosphere levels,area: time: mean,area: areacella,"longitude,latitude,alevel",time,cfc114_ti-l-hxy-u
178,AERmon.ch3coch3,ch3coch3,"longitude, latitude, alevel, time",time-intv,Global field on model atmosphere levels,area: time: mean,area: areacella,"longitude,latitude,alevel",time,ch3coch3_ti-l-hxy-u
179,AERmon.ch3oh,ch3oh,"longitude, latitude, alevel, time",time-intv,Global field on model atmosphere levels,area: time: mean,area: areacella,"longitude,latitude,alevel",time,ch3oh_ti-l-hxy-u
180,AERmon.ch4,ch4,"longitude, latitude, alevel, time",time-intv,Global field on model atmosphere levels,area: time: mean,area: areacella,"longitude,latitude,alevel",time,ch4_ti-l-hxy-u
181,AERmon.ch4losssoil,ch4losssoil,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,ch4losssoil_ti-u-hxy-u
182,AERmon.cheaqpso4,cheaqpso4,"longitude, latitude, alevel, time",time-intv,Global field on model atmosphere levels,area: time: mean,area: areacella,"longitude,latitude,alevel",time,cheaqpso4_ti-l-hxy-u
183,AERmon.chegph2oo1d,chegph2oo1d,"longitude, latitude, alevel, time",time-intv,Global field on model atmosphere levels,area: time: mean,area: areacella,"longitude,latitude,alevel",time,chegph2oo1d_ti-l-hxy-u
184,AERmon.chegpso4,chegpso4,"longitude, latitude, alevel, time",time-intv,Global field on model atmosphere levels,area: time: mean,area: areacella,"longitude,latitude,alevel",time,chegpso4_ti-l-hxy-u
185,AERmon.chepasoa,chepasoa,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,chepasoa_ti-u-hxy-u
186,AERmon.chepnh4,chepnh4,"longitude, latitude, alevel, time",time-intv,Global field on model atmosphere levels,area: time: mean,area: areacella,"longitude,latitude,alevel",time,chepnh4_ti-l-hxy-u
187,AERmon.chepno3,chepno3,"longitude, latitude, alevel, time",time-intv,Global field on model atmosphere levels,area: time: mean,area: areacella,"longitude,latitude,alevel",time,chepno3_ti-l-hxy-u
188,AERmon.chepsoa,chepsoa,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,chepsoa_ti-u-hxy-u
189,AERmon.cltc,cltc,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,cltc_ti-u-hxy-u
190,AERmon.co,co,"longitude, latitude, alevel, time",time-intv,Global field on model atmosphere levels,area: time: mean,area: areacella,"longitude,latitude,alevel",time,co_ti-l-hxy-u
191,AERmon.co2,co2,"longitude, latitude, alevel, time",time-intv,Global field on model atmosphere levels,area: time: mean,area: areacella,"longitude,latitude,alevel",time,co2_ti-l-hxy-u
192,AERmon.cod,cod,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,cod_ti-u-hxy-u
193,AERmon.conccn,conccn,"longitude, latitude, alevel, time",time-intv,Global field on model atmosphere levels,area: time: mean,area: areacella,"longitude,latitude,alevel",time,conccn_ti-l-hxy-u
194,AERmon.dms,dms,"longitude, latitude, alevel, time",time-intv,Global field on model atmosphere levels,area: time: mean,area: areacella,"longitude,latitude,alevel",time,dms_ti-l-hxy-u
195,AERmon.do3chm,do3chm,"longitude, latitude, alevel, time",time-intv,Global field on model atmosphere levels,area: time: mean,area: areacella,"longitude,latitude,alevel",time,do3chm_ti-l-hxy-u
196,AERmon.drybc,drybc,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,drybc_ti-u-hxy-u
197,AERmon.drydust,drydust,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,drydust_ti-u-hxy-u
198,AERmon.dryh2,dryh2,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,dryh2_ti-u-hxy-u
199,AERmon.dryhno3,dryhno3,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,dryhno3_ti-u-hxy-u
200,AERmon.drynh3,drynh3,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,drynh3_ti-u-hxy-u
201,AERmon.drynh4,drynh4,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,drynh4_ti-u-hxy-u
202,AERmon.dryno3,dryno3,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,dryno3_ti-u-hxy-u
203,AERmon.drynoy,drynoy,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,drynoy_ti-u-hxy-u
204,AERmon.dryo3,dryo3,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,dryo3_ti-u-hxy-u
205,AERmon.dryoa,dryoa,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,dryoa_ti-u-hxy-u
206,AERmon.dryso2,dryso2,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,dryso2_ti-u-hxy-u
207,AERmon.dryso4,dryso4,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,dryso4_ti-u-hxy-u
208,AERmon.dryss,dryss,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,dryss_ti-u-hxy-u
209,AERmon.e90inst,e90inst,"longitude, latitude, alevel, time1",time-point,Global field on model atmosphere levels,area: mean,area: areacella,"longitude,latitude,alevel",time1,e90inst_ti-l-hxy-u
210,AERmon.emiach4,emiach4,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,emiach4_ti-u-hxy-u
211,AERmon.emiaco,emiaco,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,emiaco_ti-u-hxy-u
212,AERmon.emianox,emianox,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,emianox_ti-u-hxy-u
213,AERmon.emiaoa,emiaoa,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,emiaoa_ti-u-hxy-u
214,AERmon.emiavnox,emiavnox,"longitude, latitude, alevel, time",time-intv,Global field on model atmosphere levels,area: time: mean,area: areacella,"longitude,latitude,alevel",time,emiavnox_ti-l-hxy-u
215,AERmon.emibbbc,emibbbc,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,emibbbc_ti-u-hxy-u
216,AERmon.emibbch4,emibbch4,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,emibbch4_ti-u-hxy-u
217,AERmon.emibbco,emibbco,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,emibbco_ti-u-hxy-u
218,AERmon.emibbdms,emibbdms,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,emibbdms_ti-u-hxy-u
219,AERmon.emibbnh3,emibbnh3,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,emibbnh3_ti-u-hxy-u
220,AERmon.emibbnox,emibbnox,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,emibbnox_ti-u-hxy-u
221,AERmon.emibboa,emibboa,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,emibboa_ti-u-hxy-u
222,AERmon.emibbso2,emibbso2,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,emibbso2_ti-u-hxy-u
223,AERmon.emibbvoc,emibbvoc,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,emibbvoc_ti-u-hxy-u
224,AERmon.emibc,emibc,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,emibc_ti-u-hxy-u
225,AERmon.emibvoc,emibvoc,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,emibvoc_ti-u-hxy-u
226,AERmon.emic2h4,emic2h4,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,emic2h4_ti-u-hxy-u
227,AERmon.emic2h5oh,emic2h5oh,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,emic2h5oh_ti-u-hxy-u
228,AERmon.emic2h6,emic2h6,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,emic2h6_ti-u-hxy-u
229,AERmon.emic3h6,emic3h6,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,emic3h6_ti-u-hxy-u
230,AERmon.emic3h8,emic3h8,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,emic3h8_ti-u-hxy-u
231,AERmon.emic4h10,emic4h10,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,emic4h10_ti-u-hxy-u
232,AERmon.emich3oh,emich3oh,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,emich3oh_ti-u-hxy-u
233,AERmon.emich4,emich4,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,emich4_ti-u-hxy-u
234,AERmon.emico,emico,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,emico_ti-u-hxy-u
235,AERmon.emidms,emidms,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,emidms_ti-u-hxy-u
236,AERmon.emidust,emidust,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,emidust_ti-u-hxy-u
237,AERmon.emih2,emih2,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,emih2_ti-u-hxy-u
238,AERmon.emiisop,emiisop,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,emiisop_ti-u-hxy-u
239,AERmon.emilkch4,emilkch4,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,emilkch4_ti-u-hxy-u
240,AERmon.emilnox,emilnox,"longitude, latitude, alevel, time",time-intv,Global field on model atmosphere levels,area: time: mean,area: areacella,"longitude,latitude,alevel",time,emilnox_ti-l-hxy-u
241,AERmon.eminh3,eminh3,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,eminh3_ti-u-hxy-u
242,AERmon.eminox,eminox,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,eminox_ti-u-hxy-u
243,AERmon.emioa,emioa,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,emioa_ti-u-hxy-u
244,AERmon.emiso2,emiso2,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,emiso2_ti-u-hxy-u
245,AERmon.emiso4,emiso4,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,emiso4_ti-u-hxy-u
246,AERmon.emiss,emiss,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,emiss_ti-u-hxy-u
247,AERmon.emivoc,emivoc,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean,area: areacella,"longitude,latitude",time,emivoc_ti-u-hxy-u
248,AERmon.h2,h2,"longitude, latitude, alevel, time",time-intv,Global field on model atmosphere levels,area: time: mean,area: areacella,"longitude,latitude,alevel",time,h2_ti-l-hxy-u
